Sample Number,Variety,endo,Source notes,year,location,Extra Notes
15A0451,IL793a,su1,Pa405 x 59170,2015,New York,
15A0453,T35,su1,Strain T35-388-68(A),2015,New York,
15A0454,C27,su1,Whipple Early Yellow,2015,New York,
15A0456,Check3,su1,not found in compliation or diversity panel,2015,New York,
15A0457,T625,su1,Found in Diversity Panel. No notes,2015,New York,
15A0458,Jubileeex9017,su1,"Might be hybrid, but was genotyped",2015,New York,hybrid
15A0459,Ia2730,su1,(Ia338 x Ia1429) x Ia1429,2015,New York,
15A0460,P35,su1,Found in Diversity Panel. No notes,2015,New York,
15A0461,IL701e,su1,(IL44b x Bolivia 1035) x IL442a,2015,New York,
15A0462,IL778c,su1,IL557a x IL677a,2015,New York,
15A0463,C1540,field,Found in Diversity Panel. No notes,2015,New York,
15A0464,A648,su1,Found in Diversity Panel. No notes,2015,New York,
15A0465,IL14b,su1,Evergreen ?,2015,New York,
15A0466,C65,su1,Yellow sugary X C50 (3),2015,New York,
15A0468,MDM-15,su1,Found in Diversity Panel. No notes,2015,New York,
15A0469,IL104g,su1,White Evergreen x unkown ?,2015,New York,
15A0470,MDM-16,su1,Found in Diversity Panel. No notes,2015,New York,
15A0474,Check4,su1,not found in compliation or diversity panel,2015,New York,
15A0475,304A,su1,Strain 304A-408-68(B),2015,New York,
15A0476,T32,su1,Strain T33-399-68(B),2015,New York,
15A0477,IL765a,su1,(IL11a x (IL11dx IL677a)),2015,New York,
15A0479,Check3,su1,not found in compliation or diversity panel,2015,New York,
15A0480,IL11D,su1,Evergreen,2015,New York,
15A0481,C68R(x)-552:63,su1,C68R(x)-552:63,2015,New York,
15A0482,IL798c,su1,Found in Diversity Panel. No notes,2015,New York,
15A0483,IL775a,su1,IL677a x B5421 (se?),2015,New York,
15A0486,NJ7Y,su1,Found in Diversity Panel. No notes,2015,New York,
15A0489,SD883,su1,P39 (81M),2015,New York,
15A0493,WVG3,su1,not found in compliation or diversity panel,2015,New York,
15A0494,W5543,su1,"P31, P51",2015,New York,
15A0496,Ia45-2,su1,not found in compliation or diversity panel,2015,New York,
15A0498,SD884,su1,1313?1?2 (24M) USDA,2015,New York,
15A0501,IL453b,su1,Found in Diversity Panel. No notes,2015,New York,
15A0505,Check2,su1,not found in compliation or diversity panel,2015,New York,
15A0506,Ma83608,su1,Found in Diversity Panel. No notes,2015,New York,
15A0508,Me2,su1,Spanish Gold inbred x P39,2015,New York,
15A0510,Ma2402,su1,Ma2402-214,2015,New York,
15A0515,Me135,su1,Golden Bantam,2015,New York,
15A0516,Check2,su1,not found in compliation or diversity panel,2015,New York,
15A0517,G8,su1,Carmel Golden,2015,New York,
15A0518,Wu04401,su1,not found in compliation or diversity panel,2015,New York,
15A0527,IL676a,su1,(IL176a x IL21f)x IL325a,2015,New York,
15A0529,W6366,su1,"Ia5125, Ia453, C5",2015,New York,
15A0533,Ia59,su1,1-56-10-6  Ia59,2015,New York,
15A0534,SD226,su1,Golden Market,2015,New York,
15A0535,C13,su1,Golden Early Market,2015,New York,
15A0538,Wu04806,su1,not found in compliation or diversity panel,2015,New York,
15A0539,Check2,su1,not found in compliation or diversity panel,2015,New York,
15A0540,IL671a,su1,(IL15x IL107a)x IL107a,2015,New York,
15A0542,SD277,su1,Golden Sunshine,2015,New York,
15A0545,W3742,su1,Golden Cross Bantam,2015,New York,
15A0546,W7151,su1,"C13, 3670, Me2",2015,New York,
15A0548,C3,su1,spanish gold (13 on label),2015,New York,
15A0549,C4,su1,Golden Bantam,2015,New York,
15A0550,SD789,su1,Experimental hybrid 7983,2015,New York,
15A0553,Me123,su1,Found in Diversity Panel. No notes,2015,New York,
15A0555,LUTHER HILL,su1,Found in Diversity Panel. No notes,2015,New York,
15A0556,W6462,su1,Tendermost,2015,New York,
15A0557,GMBAB,su1,Found in Diversity Panel. No notes,2015,New York,
15A0558,VIA5492,su1,Found in Diversity Panel. No notes,2015,New York,
15A0560,OLCOTT,su1,several varieties found in diversity panel,2015,New York,
15A0561,Check2,su1,not found in compliation or diversity panel,2015,New York,
15A0563,Ia5125,su1,(IP39 x Tendermost) x IP39,2015,New York,
15A0568,C38,su1,Golden Bantam,2015,New York,
15A0569,P39,su1,Purdue Bantam,2015,New York,
15A0570,Ia2076,su1,Found in Diversity Panel. No notes,2015,New York,
15A0573,Wu04819,su1,not found in compliation or diversity panel,2015,New York,
15A0574,C30,su1,P39,2015,New York,
15A0576,C2,su1,Whipple Yellow (Silas Whipple),2015,New York,
15A0579,Me100,su1,Golden Bantam,2015,New York,
15A0580,Me2rt,su1,Me2,2015,New York,
15A0586,IL689a,su1,((T x OB) x op) x IL110g,2015,New York,
15A0589,I817,su1,Found in Diversity Panel. No notes,2015,New York,
15A0590,Check2,su1,not found in compliation or diversity panel,2015,New York,
15A0592,C13,su1,Golden Early Market,2015,New York,
15A0595,83612b,su1,Found in Diversity Panel. No notes,2015,New York,
15A0596,P39a,su1,Found in Diversity Panel. No notes,2015,New York,
15A0597,Ia2132,su1,(TSR x I45) x Ia4329,2015,New York,
15A0601,MDM-8,su1,Found in Diversity Panel. No notes,2015,New York,
15A0602,Check2,su1,not found in compliation or diversity panel,2015,New York,
15A0604,IL804a,su1,Found in Diversity Panel. No notes,2015,New York,
15A0605,IP39,su1,Narrow Kernel P39,2015,New York,
15A0606,IL303b,su1,(IL101t x A930) x 98b,2015,New York,
15A0608,MDM-9,su1,Found in Diversity Panel. No notes,2015,New York,
15A0609,P39,su1,Purdue Bantam,2015,New York,
15A0610,Check3,su1,not found in compliation or diversity panel,2015,New York,
15A0611,Ind. 5817,su1,Found in Diversity Panel. No notes,2015,New York,
15A0612,MDM-1,su1,Found in Diversity Panel. No notes,2015,New York,
15A0615,P39Goodman-Buckler,su1,Purdue Bantam,2015,New York,
15A0616,IL767b,su1,IL197a X IL677a,2015,New York,
15A0620,NJ112,su1,Found in Diversity Panel. No notes,2015,New York,
15A0622,Ia5125,su1,(IP39 x Tendermost) x IP39,2015,New York,
15A0624,EP58,su1,Found in Diversity Panel. No notes,2015,New York,
15A0626,F2,field,Found in Diversity Panel. No notes,2015,New York,
15A0627,ILB5870,su1,Found in Diversity Panel. No notes,2015,New York,
15A0628,83610b,su1,Found in Diversity Panel. No notes,2015,New York,
15A0629,MDM-12,su1,Found in Diversity Panel. No notes,2015,New York,
15A0632,IaEV3015,su1,(LDG x Ia191) x Ia191,2015,New York,
15A0633,W6786,su1,"W3740, Ia3044",2015,New York,
15A0635,Check3,su1,not found in compliation or diversity panel,2015,New York,
15A0636,A10579,su1,Ia453 X Ia5125,2015,New York,
15A0637,Check2,su1,not found in compliation or diversity panel,2015,New York,
15A0638,IL744a,su1,IL459a x IL677a ,2015,New York,
15A0639,Check2,su1,not found in compliation or diversity panel,2015,New York,
15A0640,IaEV3002,su1,IaEv3002,2015,New York,
15A0641,P51,su1,Golden Bantam,2015,New York,
15A0642,C6A,su1,Whipple Yellow ?,2015,New York,
15A0643,IL661a,su1,Ia6038 ?,2015,New York,
15A0644,IaEV3004,su1,Found in Diversity Panel. No notes,2015,New York,
15A0650,Wu00802,su1,not found in compliation or diversity panel,2015,New York,
15A0651,A686su,su1,A686su     (PI 567794),2015,New York,
15A0652,Check3,su1,not found in compliation or diversity panel,2015,New York,
15A0655,IL47A,su1,Country Gentleman,2015,New York,
15A0660,IL729a,su1,(IL14 x IL11) x Lehna soft flint,2015,New York,
15A0662,NJ159,su1,Found in Diversity Panel. No notes,2015,New York,
15A0663,Check3,su1,not found in compliation or diversity panel,2015,New York,
15A0669,Check2,su1,not found in compliation or diversity panel,2015,New York,
15A0673,IL611a,su1,(IL101t x IL112f) x op,2015,New York,
15A0675,Vineland576,su1,Found in Diversity Panel. No notes,2015,New York,
15A0676,W6728,su1,"P39, Ia45, Iochief",2015,New York,
15A0677,IL91j,su1,Found in Diversity Panel. No notes,2015,New York,
15A0679,SD592,su1,Bloomcross P39,2015,New York,
15A0680,A685su,su1,Sel. from [Apache S3 X (Ia453 X B52) S6],2015,New York,
15A0683,Il101t,su1,Il14 x unknown,2015,New York,
15A0684,IL354a,su1,Found in Diversity Panel. No notes,2015,New York,
15A0685,IL515a,su1,(IL103hx IL86e)x IL103b,2015,New York,
15A0690,Check2,su1,not found in compliation or diversity panel,2015,New York,
15A0691,C68R(x)-552:63,su1,C68R(x)-552:63,2015,New York,
15A0695,MDM-20,su1,Found in Diversity Panel. No notes,2015,New York,
15A0696,IL618b,su1,(IL27a x IL21b) x op,2015,New York,
15A0697,P39Le-253,su1,Found in Diversity Panel. No notes,2015,New York,
15A0698,GTS1,su1,471?U6 X 342 BC7,2015,New York,
15A0700,C42,su1,Golden Bantam,2015,New York,
15A0701,S43,su1,Golden Bantam 77x Hayes White?,2015,New York,
15A0702,Check3,su1,not found in compliation or diversity panel,2015,New York,
15A0703,C23,su1,Whipple Early Yellow,2015,New York,
15A0705,Ia45-3,su1,not found in compliation or diversity panel,2015,New York,
15A0706,IL799b,su1,(Gold Cup x Pa405) x 59829,2015,New York,
15A0707,IL761a,su1,Pioneer ERF,2015,New York,
15A0708,MDM-18,su1,Found in Diversity Panel. No notes,2015,New York,
15A0709,Wu99823,su1,not found in compliation or diversity panel,2015,New York,
15A0710,A15,su1,Found in Diversity Panel. No notes,2015,New York,
15A0712,P39b,su1,Found in Diversity Panel. No notes,2015,New York,
15A0713,P39,su1,Purdue Bantam,2015,New York,
15A0714,Check3,su1,not found in compliation or diversity panel,2015,New York,
15A0715,IL615a,su1,Self from Calpack hybrid,2015,New York,
15A0716,Check2,su1,not found in compliation or diversity panel,2015,New York,
15A0720,IL393a,su1,Found in Diversity Panel. No notes,2015,New York,
15A0722,SD176,su1,Golden Sunshine,2015,New York,
15A0723,IL200e,su1,A701  (A701 = VUH1939 Country Gentleman O.P.,2015,New York,
15A0724,EP83,su1,Found in Diversity Panel. No notes,2015,New York,
15A0725,IL800a,su1,(Gold cup x Pa405) x ((Gold Cup x Six Shooter white dent)S4 x((IL677a x IL549a)S5 x IL677a)S4),2015,New York,
15A0726,Ia453,su1,((P39 x I45) x I45) x I45,2015,New York,
15A0727,Check3,su1,not found in compliation or diversity panel,2015,New York,
15A0729,C7e,su1,Found in Diversity Panel. No notes,2015,New York,
15A0731,MDM-17,su1,Found in Diversity Panel. No notes,2015,New York,
15A0732,P39,su1,Purdue Bantam,2015,New York,
15A0734,ILB6011,su1,Found in Diversity Panel. No notes,2015,New York,
15A0735,Check2,su1,not found in compliation or diversity panel,2015,New York,
15A0736,Ma32,su1,(P39 x C4)x P39,2015,New York,
15A0737,Wu00801,su1,not found in compliation or diversity panel,2015,New York,
15A0739,IaCG4189,su1,Found in Diversity Panel. No notes,2015,New York,
15A0742,IL777a,su1,IL27a x IL677a,2015,New York,
15A0744,IL124a,su1,Cream O'Gold,2015,New York,
15A0748,IL764b,su1,((Hawaiian sugary x IL110g)x IL677a)x (t55 x IL677a),2015,New York,
15A0750,Check3,su1,not found in compliation or diversity panel,2015,New York,
15A0751,P51xRp1d,su1,Found in Diversity Panel. No notes,2015,New York,
15A0760,P51B,su1,Found in Diversity Panel. No notes,2015,New York,
15A0762,P39,su1,Purdue Bantam,2015,New York,
15A0763,Ia4189,su1,Found in Diversity Panel. No notes,2015,New York,
15A0764,B5870,su1,Found in Diversity Panel. No notes,2015,New York,
15A0765,Ia2003,su1,not found in compliation or diversity panel,2015,New York,
15A0766,IL21f,su1,Country Gentleman,2015,New York,
15A0767,Check2,su1,not found in compliation or diversity panel,2015,New York,
15A0770,IL607a,su1,(IL103a x IL110z) x IL103a,2015,New York,
15A0774,Check2,su1,not found in compliation or diversity panel,2015,New York,
15A0775,A684su,su1,A684su     (PI 567792),2015,New York,
15A0776,IL803a,su1,Found in Diversity Panel. No notes,2015,New York,
15A0778,IL797a,su1,B5707 x B6011,2015,New York,
15A0779,SC1441,su1,Found in Diversity Panel. No notes,2015,New York,
15A0783,Me121-wb,su1,Found in Diversity Panel. No notes,2015,New York,
15A0784,C40,su1,957-3 x P51,2015,New York,
15A0785,Ma5125,su1,MA5125 (NON Bu),2015,New York,
15A0786,Check3,su1,not found in compliation or diversity panel,2015,New York,
15A0788,IL713a,su1,(P103Ht1 x T20) x T20(4),2015,New York,
15A0790,W5552,su1,"Ia5015, Ia5001, P39",2015,New York,
15A0791,IL788a,su1,BES 1948 op,2015,New York,
15A0793,P39LE-261,su1,Found in Diversity Panel. No notes,2015,New York,
15A0795,Ia5220,su1,Found in Diversity Panel. No notes,2015,New York,
15A0796,A7,su1,Found in Diversity Panel. No notes,2015,New York,
15A0798,IL451b,su1,Found in Diversity Panel. No notes,2015,New York,
15A0801,Check2,su1,not found in compliation or diversity panel,2015,New York,
15A0804,Check3,su1,not found in compliation or diversity panel,2015,New York,
15A0805,IaEV191,su1,not found in compliation or diversity panel,2015,New York,
15A0807,C22,su1,Tendergold 24 outcross,2015,New York,
15A0808,MDM-23,su1,Found in Diversity Panel. No notes,2015,New York,
15A0812,IL789b,su1,(IL677a x Crookham ND56)x AA17,2015,New York,
15A0813,Ia5261,su1,not found in compliation or diversity panel,2015,New York,
15A0815,Check2,su1,not found in compliation or diversity panel,2015,New York,
15A0816,A632,field,Found in Diversity Panel. No notes,2015,New York,
15A0817,IL776a,su1,B5440 x IL677a,2015,New York,
15A0819,IL707a,su1,((IOPOP x IL101u)x south american popcorn op) x ((IOPOP x IL101u)x south american popcorn op),2015,New York,
15A0821,SD829,su1,Burbank Bantam,2015,New York,
15A0822,IL772a,su1,{[(44b X BOV1035) 442a] 459a} 677a ,2015,New York,
15A0825,MDM-21,su1,Found in Diversity Panel. No notes,2015,New York,
15A0826,P39M96,su1,P39 selection (purdue bantam),2015,New York,
15A0828,IL801a,su1,Found in Diversity Panel. No notes,2015,New York,
15A0831,P39,su1,Purdue Bantam,2015,New York,
15A0834,P39xRp1d,su1,Found in Diversity Panel. No notes,2015,New York,
15A0835,Check3,su1,not found in compliation or diversity panel,2015,New York,
15A0836,IL779a,su1,white dent x IL677a,2015,New York,
15A0837,2,su1,Found in Diversity Panel. No notes,2015,New York,
15A0838,Check2,su1,not found in compliation or diversity panel,2015,New York,
15A0841,W6720-1,su1,"Ia5003, Iochief",2015,New York,
15A0842,W1736,su1,Tendermost,2015,New York,
15A0844,Ia45-1,su1,not found in compliation or diversity panel,2015,New York,
15A0845,IL437a,su1,((NS5 x IL104q)xIL104q)x IL104c,2015,New York,
15A0846,IL557a,su1,IL72a x Tapicorn2,2015,New York,
15A0847,C27red,su1,not found in compliation or diversity panel,2015,New York,
15A0851,P39(New),su1,Purdue Bantam,2015,New York,
15A0852,Check3,su1,not found in compliation or diversity panel,2015,New York,
15A0857,V775,su1,Found in Diversity Panel. No notes,2015,New York,
15A0858,EP62,su1,Found in Diversity Panel. No notes,2015,New York,
15A0859,IL368a,su1,Found in Diversity Panel. No notes,2015,New York,
15A0862,W6714,su1,"Ia5002, W3742, N.K.11934",2015,New York,
15A0863,MDM-2,su1,Found in Diversity Panel. No notes,2015,New York,
15A0864,IL14H,su1,Evergreen ?,2015,New York,
15A0865,IL31a,su1,Country Gentleman,2015,New York,
15A0867,MDM-5,su1,Found in Diversity Panel. No notes,2015,New York,
15A0868,IL465a,su1,(IL85x H63)x IL86e,2015,New York,
15A0869,Check4,su1,not found in compliation or diversity panel,2015,New York,
15A0870,C27,su1,Whipple Early Yellow,2015,New York,
15A0871,IL104g,su1,White Evergreen x unkown ?,2015,New York,
15A0872,IL692c,su1,Yaxchilan x Northen Belle,2015,New York,
15A0874,MDM-16,su1,Found in Diversity Panel. No notes,2015,New York,
15A0875,IL328a,su1,Found in Diversity Panel. No notes,2015,New York,
15A0876,IL543c,su1,((IL104c x IL107a)x IL107a) x IL112a,2015,New York,
15A0877,IL18b,su1,Country Gentleman,2015,New York,
15A0878,Check3,su1,not found in compliation or diversity panel,2015,New York,
15A0880,IL11D,su1,Evergreen,2015,New York,
15A0881,IL757b,su1,(IL14x IL11) x Antigua 2d,2015,New York,
15A0882,IL678a,su1,(Bolivia 1035 x IL44b) x IL442a,2015,New York,
15A0883,IL27a,su1,Country Gentleman,2015,New York,
15A0884,Ia2730,su1,(Ia338 x Ia1429) x Ia1429,2015,New York,
15A0885,IL775a,su1,IL677a x B5421 (se?),2015,New York,
15A0889,Check3,su1,not found in compliation or diversity panel,2015,New York,
15A0890,IL765a,su1,(IL11a x (IL11dx IL677a)),2015,New York,
15A0891,C1540,field,C1540 Su,2015,New York,
15A0893,IL14C,su1,not found in compliation or diversity panel,2015,New York,
15A0894,304A,su1,Strain 304A-408-68(B),2015,New York,
15A0896,Ia2256B,su1,not found in compliation or diversity panel,2015,New York,
15A0898,IL793a,su1,Pa405 x 59170,2015,New York,
15A0899,IL794a,su1,(IL676a x IL677a) x (Pa405 x Gold Cup),2015,New York,
15A0900,T62s,su1,Georgia Special,2015,New York,
15A0902,Check4,su1,not found in compliation or diversity panel,2015,New York,
15A0904,Jubileeex9017,su1,"Might be hybrid, but was genotyped",2015,New York,hybrid
15A0905,IL430a,su1,Found in Diversity Panel. No notes,2015,New York,
15A0907,Check3,su1,not found in compliation or diversity panel,2015,New York,
15A0908,C65,su1,Yellow sugary X C50 (3),2015,New York,
15A0909,IL545,su1,((IL11d x P8)x IL11d)x IL112d,2015,New York,
15A0911,A632,field,Found in Diversity Panel. No notes,2015,New York,
15A0912,IL125b,su1,(Cuzco x yellow dent)x((11d x Louisiana Sweet Bantam2)xIL125a),2015,New York,
15A0915,T24,su1,Strain T24-395-68(B),2015,New York,
15A0917,SC6069,su1,Found in Diversity Panel. No notes,2015,New York,
15A0918,Check4,su1,not found in compliation or diversity panel,2015,New York,
15A0919,C7,su1,Found in Diversity Panel. No notes,2015,New York,
15A0920,IL798c,su1,Found in Diversity Panel. No notes,2015,New York,
15A0922,P35,su1,Found in Diversity Panel. No notes,2015,New York,
15A0923,IL370a,su1,(IL44b x IL47a)x IL31a,2015,New York,
15A0925,IL325a,su1,IL13b x I205,2015,New York,
15A0926,EP82,su1,Found in Diversity Panel. No notes,2015,New York,
15A0927,IL14b,su1,Evergreen ?,2015,New York,
15A0928,T33,su1,Strain T33-399-68(B),2015,New York,
15A0929,IL733a,su1,Ga-sT35 x IL442a,2015,New York,
15A0930,IL796a,su1,(IL702a x IL677a)x B6011,2015,New York,
15A0931,Check3,su1,not found in compliation or diversity panel,2015,New York,
15A0932,IL699e,su1,(T25 x IL197a) x op,2015,New York,
15A0933,T625,su1,Found in Diversity Panel. No notes,2015,New York,
15A0936,T32,su1,Strain T33-399-68(B),2015,New York,
15A0937,IL86e,su1,Found in Diversity Panel. No notes,2015,New York,
15A0938,IL395a,su1,Found in Diversity Panel. No notes,2015,New York,
15A0940,IL795a,su1,((hybrid-57962 x IL677a)x Gold Cup)x Pa405,2015,New York,
15A0941,IL323a,su1,11e x 930,2015,New York,
15A0942,IL802b,su1,IL802b Ht2,2015,New York,
15A0943,Ma401,su1,Found in Diversity Panel. No notes,2015,New York,
15A0945,Check4,su1,not found in compliation or diversity panel,2015,New York,
15A0947,IL366a,su1,Found in Diversity Panel. No notes,2015,New York,
15A0951,M822,su1,Found in Diversity Panel. No notes,2015,New York,
15A0952,M5,su1,Found in Diversity Panel. No notes,2015,New York,
15A0953,IL103a,su1,White Country Gentleman x unkown,2015,New York,
15A0954,IL778c,su1,IL557a x IL677a,2015,New York,
15A0955,675A,su1,Strain 675A-415-68(B) closest thing in diversity panel,2015,New York,
15A0956,Check4,su1,not found in compliation or diversity panel,2015,New York,
15A0957,C81,su1,P51x C75,2015,New York,
15A0958,IL7,su1,(Wh93017xPopARp1-J+Rp1@@) {6},2015,New York,
15A0959,T35,su1,Strain T35-388-68(A),2015,New York,
15A0960,MDM-15,su1,Found in Diversity Panel. No notes,2015,New York,
15A0962,Wu99811,su1,not found in compliation or diversity panel,2015,New York,
15A0963,Check3,su1,not found in compliation or diversity panel,2015,New York,
15A0965,A648,su1,Found in Diversity Panel. No notes,2015,New York,
15A0966,C68R(x)-552:63,su1,C68R(x)-552:63,2015,New York,
15A0967,IL701e,su1,(IL44b x Bolivia 1035) x IL442a,2015,New York,
15A0968,B73,field,Iowa Stiff Stalk Synthetic,2015,New York,
2408,M6388,aeduwx,F12(BC?3F3M97AC XPurdue61?1?79?1)PA2462,2015,Wisconsin,
2808,M6411,aeduwx,F10(BC1F6M4206 XPurdue61?1?79?1)PA2462,2015,Wisconsin,
3558,M6421,aeduwx,F9[ILL.B2064 X (BC4F3M97AC XPurdue61?1?79?1)]PA2462,2015,Wisconsin,
2763,W85,field,"Ottawa Flint BB85 (Dept. Of Agric. Ottawa, Canada)",2015,Wisconsin,
3338,DF14,field,Oh43 synthetic (field in compilation file),2015,Wisconsin,
3536,W64A,Field,Wf9 x C.I. 187-2,2015,Wisconsin,
1322,Il677a,se,(Bolivia 1035 x IL44b) x IL442a,2015,Wisconsin,
1325,Il451b se,se,found in late nursery murray,2015,Wisconsin,
1326,W822GSe,se,found in late nursery murray,2015,Wisconsin,
1327,W822Gse,se,found in late nursery murray,2015,Wisconsin,
1328,We11404,se,not found in compliation or diversity panel,2015,Wisconsin,
1329,We11403,se,not found in compliation or diversity panel,2015,Wisconsin,
1331,Il451b se,se,found in late nursery murray,2015,Wisconsin,
1332,W822GSE,se,found in late nursery murray,2015,Wisconsin,
1333,W822Gse,se,found in late nursery murray,2015,Wisconsin,
1334,We11404,se,not found in compliation or diversity panel,2015,Wisconsin,
1335,We11403,se,not found in compliation or diversity panel,2015,Wisconsin,
1336,Il677a,se,(Bolivia 1035 x IL44b) x IL442a,2015,Wisconsin,
2203,We06409b,se,not found in compliation or diversity panel,2015,Wisconsin,
2206,Check1,se,not found in compliation or diversity panel,2015,Wisconsin,
2210,We05407,se,Trinity x 98401,2015,Wisconsin,
2213,Check1,se,not found in compliation or diversity panel,2015,Wisconsin,
2217,We09402,se,(Bojangles x Ambrosia)@,2015,Wisconsin,
2219,W822Gse,se,found in late nursery murray,2015,Wisconsin,
2225,We08408,se,(97818 x 97803)@@@(Lanc.xCt1401)x(SSS Guelph),2015,Wisconsin,
2227,W822GSe,se,found in late nursery murray,2015,Wisconsin,
2230,We08417a,se,(97813 x 97810)@@@ (Lanc.xCt1401),2015,Wisconsin,
2336,Check1,se,not found in compliation or diversity panel,2015,Wisconsin,
2403,We03418a,se,Sugar Buns x BC2753,2015,Wisconsin,
2407,We05401,se,not found in compliation or diversity panel,2015,Wisconsin,
2409,We09425,se,(GH2041 x Ambrosia)@,2015,Wisconsin,
2431,We06410,se,not found in compliation or diversity panel,2015,Wisconsin,
2558,Check1,se,not found in compliation or diversity panel,2015,Wisconsin,
2560,Check1,se,not found in compliation or diversity panel,2015,Wisconsin,
2618,IL747b,se,IL667a x Crookham (marked as su1 on diversity panel?),2015,Wisconsin,
2801,We02404,se,not found in compliation or diversity panel,2015,Wisconsin,
2816,We10401,se,(BS16 (S) C2 Syn 2 x Accord)@@,2015,Wisconsin,
2818,We01407,se,not found in compliation or diversity panel,2015,Wisconsin,
3057,We03418a,se,Sugar Buns x BC2753,2015,Wisconsin,
3141,We08414a,se,(98080x 98081)@@ (Dent x Wh9261),2015,Wisconsin,
3150,IL696a,se,American White Pearl x IL318a,2015,Wisconsin,
3162,We05410,Se,98410b x Trinity,2015,Wisconsin,
3207,We05411,se,not found in compliation or diversity panel,2015,Wisconsin,
3337,Il677a,se,(Bolivia 1035 x IL44b) x IL442a,2015,Wisconsin,
3355,IL766a,se,(T35x IL677a)x IL677a (marked as su in diversity panel),2015,Wisconsin,
3431,We02406,se,not found in compliation or diversity panel,2015,Wisconsin,
3549,IL44b,se,Country Gentleman,2015,Wisconsin,
3763,We06410,se,not found in compliation or diversity panel,2015,Wisconsin,
3764,We03418a,se,Sugar Buns x BC2753,2015,Wisconsin,
3961,We06410,se,not found in compliation or diversity panel,2015,Wisconsin,
3962,We09425,se,(GH2041 x Ambrosia)@,2015,Wisconsin,
3965,We05407,se,Trinity x 98401,2015,Wisconsin,
3967,We03418a,se,Sugar Buns x BC2753,2015,Wisconsin,
2209,Wh08022,sh2,(Sugar Buns x SSJ)@,2015,Wisconsin,
2337,Wh93017,sh2,not found in compliation or diversity panel,2015,Wisconsin,
2339,Wh9261,sh2,not found in compliation or diversity panel,2015,Wisconsin,
2352,Wh10035R,sh2,Wh9261 x Rp1I {2},2015,Wisconsin,
2354,Wh09009,sh2,GSS 9299 x Ambrosia)@,2015,Wisconsin,
2362,Wh07013,sh2,(96034x035x037x040)@,2015,Wisconsin,
2367,Wh00033,sh2,not found in compliation or diversity panel,2015,Wisconsin,
2401,Wh96011,sh2,not found in compliation or diversity panel,2015,Wisconsin,
2410,Wh94053,sh2,not found in compliation or diversity panel,2015,Wisconsin,
2416,Wh03031,sh2,BSS1609 x GH1887,2015,Wisconsin,
2428,Wh05066a,sh2,HSII x SS Jubilee,2015,Wisconsin,
2435,Wh10110R,sh2,"((Rp1e x HSII)SSJ#)(SSJ,Zen,HSII,GSS3710,CHAL)) {@12}",2015,Wisconsin,
2537,Wh08022,sh2,(Sugar Buns x SSJ)@,2015,Wisconsin,
2550,Wh08115b,sh2,not found in compliation or diversity panel,2015,Wisconsin,
2561,Wh05032a,sh2,not found in compliation or diversity panel,2015,Wisconsin,
2569,Wh09126R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x SSJ) {@8},2015,Wisconsin,
2570,Wh04020a,sh2,Marvel x Contender,2015,Wisconsin,
2602,Wh09068,sh2,(WSS 3681(CML**27 x WSS3681)@,2015,Wisconsin,
2610,Wh05081a,sh2,not found in compliation or diversity panel,2015,Wisconsin,
2613,R839,sh2,P39 sh2,2015,Wisconsin,
2617,Wh09087,sh2,not found in compliation or diversity panel,2015,Wisconsin,
2635,Wh09083,sh2,(WSS 3681 x Ambrosia)@,2015,Wisconsin,
2731,Wh92047,sh2,A632 x Wh3 (marked su1 on diversity panel),2015,Wisconsin,
2739,Wh07020a,sh2,(HSII X Sugar Buns)@@,2015,Wisconsin,
2744,Wh10034R,sh2,(99051xPopD Rp1-F+Rp1-J+Rp1C@@) {3},2015,Wisconsin,
2750,Wh08042,sh2,(SS Jubilee(CML-246 x BSS5362)@,2015,Wisconsin,
2768,Wh92054,sh2,not found in compliation or diversity panel,2015,Wisconsin,
2770,Wh07166R,sh2,PopBRpG+Rp1-J+Rp1Fx92054)@7 (Rust),2015,Wisconsin,
2804,Wh00065,sh2,not found in compliation or diversity panel,2015,Wisconsin,
2817,Wh10804R,sh2,Red @6,2015,Wisconsin,
2819,Wh96034,sh2,not found in compliation or diversity panel,2015,Wisconsin,
2820,Wh93006,sh2,not found in compliation or diversity panel,2015,Wisconsin,
2826,Wh00050,sh2,not found in compliation or diversity panel,2015,Wisconsin,
2828,EP84,sh2,Found in Diversity Panel. No notes,2015,Wisconsin,
2830,Wh10173V,sh2,"(04032,3V x Ct1013)@@@@@@",2015,Wisconsin,
2835,Wh09141R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x 92040) {@8},2015,Wisconsin,
2929,Wuh98032,sh2,HSII x Sugar Buns,2015,Wisconsin,su1/sh2
2932,Wh10049R,sh2,98003 x Rp1GDJ {2},2015,Wisconsin,
2934,Wh09137R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x Wh9261) {@8},2015,Wisconsin,
2945,Wh10231V,sh2,((ExcellencyxHaw. SS)[S4]xCt1001)@@@@@@,2015,Wisconsin,
2968,Wh07165R,sh2,Mexican Dent sh2 ####@8 (NCLB),2015,Wisconsin,
3004,Wh09117R,sh2,(CML-246 x Tahoe)(CML-246 x BSS5362)@5,2015,Wisconsin,
3015,Wh10216V,sh2,"(04036,7V x Ct1001)@@@@@@",2015,Wisconsin,
